ID,Track ID,song_title,artist,speechiness,key,acousticness,loudness,mode,energy,danceability,liveness,time_signature,tempo,language,weather,time_of_day
972,0FxxOaPMqXUmPGkS3jHDRr,Appa Maadappana,Ramani|P. Jayachandran,0.014,2.0,0.007,-12.621,1.0,0.296,0.63,0.111,4.0,159.02,Kannada,Clear,Night
973,3mbScaVZdiX7mn1nY3F004,Bete Bete Bete,S. P. Balasubrahmanyam,0.0,4.0,0.72,-7.56,1.0,0.947,0.9,0.1,4.0,162.062,Kannada,Sunny,Afternoon
974,7aDSEIhRuAXCJRijrIM9Tf,Ondhe Ondhu Hoovu,P.B. Sreenivas|S. Janaki,0.03,4.0,0.382,-4.143,1.0,0.575,0.49,0.059,4.0,164.909,Kannada,Cloudy,Evening
975,7kkMehUqoC5D7ICfrBykbO,Baalalli Ondagona,L.R. Eswari,0.04,1.0,0.61,-12.015,1.0,0.873,0.73,1.0,4.0,109.992,Kannada,Sunny,Afternoon
976,6tYmZ8BsuobwPrBPgHCdWg,Bhavathi Bhikshandehi,P.B. Sreenivas,0.003,7.0,0.172,-2.568,1.0,0.623,0.33,0.618,4.0,123.068,Kannada,Cloudy,Night
977,59bxsCIVbLXrnqCWMpm144,He Superman,Usha Uthup,0.028,7.0,0.07,-8.306,0.0,0.84,0.61,0.6,4.0,140.014,Kannada,Sunny,Evening
978,5u1ikOPsO25P7V0qmvAnLV,Kasthoori Kannada Kuladha,S. P. Balasubrahmanyam|P. Susheela,0.08,4.0,0.31,-9.49,0.0,0.545,0.42,0.9,4.0,199.894,Kannada,Cloudy,Evening
979,5eB4f2134sAdfT7uJEcSSP,Idu Yaava Fashanno Jhony,S. P. Balasubrahmanyam|B.K. Sumitra,0.033,5.0,0.24,-11.902,0.0,0.099,0.58,0.0,4.0,200.094,Kannada,Clear,Night
980,3WZ5PHg3N1sABPi1k9jdAr,Preethiyinda Ene Kelu,S. P. Balasubrahmanyam,0.0912,6.0,0.921,-10.495,1.0,0.285,0.61,0.926,4.0,200.238,Kannada,Rainy,Morning
981,2KjTktBev9e8t7lTa2l56Y,Jagadeesha Sarvesha,S. Janaki,0.08,0.0,0.305,-13.882,0.0,0.179,0.85,0.277,4.0,150.024,Kannada,Clear,Night
982,58xpKKupYPXtplxKqbPHzz,Chandira Bhoomige,P.B. Sreenivas|P. Susheela,0.08,11.0,0.13,-6.278,1.0,0.078,0.31,0.2,4.0,134.017,Kannada,Foggy,Night
983,6bwd9sv5VfMSohBXpN9VWK,Ninna Kanna Kannidiyalli,P.B. Sreenivas|P. Susheela,0.0676,0.0,0.946,-6.865,1.0,0.861,0.42,0.267,4.0,135.006,Kannada,Stormy,Evening
984,3c57iolQP0hsb0XylEAGrN,Ondhe Maradha,P.B. Sreenivas|S. Janaki,0.057,8.0,0.95,-4.722,0.0,0.162,0.79,0.8,4.0,160.028,Kannada,Rainy,Morning
985,0tV9JRDZyPJgjM0sytDmpn,Devva Alla Kano,S. P. Balasubrahmanyam|Vani Jairam,0.0671,1.0,0.71,-9.155,1.0,0.419,0.4,1.0,4.0,131.984,Kannada,Clear,Night
986,5r9mb0LiE4xTAVWsSHmLUf,Sree Rajarajeswari,M. S. Sheela,0.0269,1.0,0.195,-10.517,1.0,0.218,0.31,0.496,4.0,131.935,Kannada,Foggy,Night
987,6lAa6BbMRkodo4KUCep8JF,Ee Rambhe Andha,Sadhu Kokila|Mangla|Suma|Kusuma,0.07,0.0,0.22,-6.145,1.0,0.809,0.08,0.6,4.0,160.075,Kannada,Cloudy,Night
988,1GunLayAjPFWYR7ivsJt0X,Gulaabi Oh Gulaabi,P. Susheela,0.04,9.0,0.28,-12.264,1.0,0.766,0.33,0.9,4.0,138.001,Kannada,Cloudy,Night
989,6NVdCvWvCEAEO02H8iyrv1,Ee Cheluvanu Kadeda,P.B. Sreenivas|L.R. Anjali,0.0195,1.0,0.566,-11.639,1.0,0.242,0.76,0.783,4.0,213.942,Kannada,Clear,Night
990,6FtU8ENQzbhQNxFRa3VpyQ,Aragili Innu,S. Janaki|S. P. Balasubrahmanyam,0.097,10.0,0.11,-5.461,0.0,0.012,0.43,0.8,4.0,140.163,Kannada,Foggy,Night
991,6dOz1mkNSyaRIpmrUw6Qy3,Nadeyale Naduvu,S. Janaki|Vani Jairam|S. P. Balasubrahmanyam|K J Yesudas,0.08,10.0,0.512,-13.647,0.0,0.271,1.0,0.847,4.0,130.0,Kannada,Clear,Night
992,5xrV0iI6nQz5DpBzCmyF8K,Serage Serage,Manjula Gururaj,0.05,6.0,0.67,-11.642,0.0,0.048,0.09,0.3,4.0,144.032,Kannada,Rainy,Night
993,5dfh1HrwovGxkDYRTYgRLO,Anaamika,Kashinath|B.R.Chaya,0.052,8.0,0.92,-10.688,1.0,0.951,0.97,0.3,4.0,113.252,Kannada,Sunny,Afternoon
994,1zRcbxD0EEvh2Z4TkrZQbF,Thanu Karagadhalli,P. Susheela,0.05,5.0,0.61,-10.083,1.0,0.436,0.54,0.6,4.0,155.022,Kannada,Clear,Night
995,6XTb7C9by3b1zrMu2Ul7yN,Ambiga Naa Ninna Nambide,Bellur Sisters,0.084,6.0,0.234,-2.792,0.0,0.448,0.34,0.364,3.0,120.053,Kannada,Clear,Night
996,6XHbNejTaXoqtb4FCrX4W5,Hudugaada,S. Janaki|S. P. Balasubrahmanyam,0.066,5.0,1.0,-10.929,0.0,0.791,0.23,0.2,3.0,115.058,Kannada,Clear,Night
997,6wKohI2Oj1ClbTIWQC05MJ,Brundavanadolu Aaduvanaare,S. Janaki,0.01,10.0,0.62,-3.609,0.0,0.092,0.78,0.3,4.0,120.633,Kannada,Rainy,Night
998,5v6NTujdWvVezJu6Yx6uhH,Kumkuma Haneyali,Vani Jairam|P.B. Sreenivas,0.052,6.0,0.553,-7.388,1.0,0.595,0.31,0.15,4.0,124.941,Kannada,Clear,Night
999,2tZxfRBvLxmj9QcHiJNgZt,Bhale Brahmachari,L.R. Eswari,0.022,5.0,0.44,-9.455,1.0,0.392,0.29,0.8,4.0,161.489,Kannada,Foggy,Night
1000,0zJt16ayObcX8LZ3B4bhxi,Sharavegada Saradara (Theme Music),S. P. Balasubrahmanyam,0.013,11.0,0.28,-6.141,0.0,0.948,0.92,0.618,4.0,119.977,Kannada,Sunny,Evening
1001,6m2fY53qetcF7HULpDk47d,Navilu Banthu,S. P. Balasubrahmanyam|Vani Jairam,0.0655,4.0,0.099,-3.676,1.0,0.434,0.35,0.432,4.0,120.993,Kannada,Clear,Night
1002,5JvFWxm7yC9tokqXWl3jAv,Thampaada Tholu,K J Yesudas|Manjula Gururaj,0.0877,6.0,0.24,-11.869,1.0,0.465,0.46,0.4,4.0,149.995,Kannada,Clear,Night
1003,49zO4CsJgNhcZeiXnCFHqo,Dam Dam Dam,S. P. Balasubrahmanyam,0.0,4.0,0.754,-2.356,0.0,0.193,0.25,0.604,4.0,145.905,Kannada,Rainy,Morning
1004,5JvuKqZhOaWHMpyDGOvCiv,Nee Muttidare Saaku,S. P. Balasubrahmanyam|K. S. Chithra,0.03,1.0,0.26,-10.816,1.0,0.487,0.78,0.3,4.0,159.95,Kannada,Clear,Night
1005,3EhxGEvYbUozcSa3Tie8ME,Anna Anna,Ramesh|S. P. Balasubrahmanyam,0.047,11.0,0.342,-12.686,1.0,0.95,0.48,0.551,4.0,130.047,Kannada,Cloudy,Evening
1006,0jWj4jozm1VBvdKudlZnuu,Aalakke Hoovilla,S. Janaki|A.P. Komala,0.0,5.0,0.29,-2.551,1.0,0.342,0.75,0.3,4.0,112.027,Kannada,Clear,Night
1007,4QF5Y85QousQArvxcC1GNa,Nalla Ninnu Suttu,Jikki,0.022,1.0,0.672,-2.582,1.0,0.764,0.31,0.056,4.0,149.81,Kannada,Clear,Night
1008,5MgfYGS6r5SJEDusel2h0M,Swamee Aanathi Seyavaya,P. Susheela,0.0047,4.0,0.75,-4.695,0.0,0.857,0.02,0.8,4.0,140.07,Kannada,Stormy,Night
1009,52JJrmzacKKUTD1KRC5njH,Endendigu,S. P. Balasubrahmanyam|Dinesh,0.04,11.0,0.196,-3.89,1.0,0.581,0.84,0.945,4.0,124.053,Kannada,Cloudy,Evening
1010,56eRoceYOFsFAztcjHCRBH,Sloka - Bangaaradha Panjara,Dr. Rajkumar,0.07,4.0,0.66,-10.855,0.0,0.779,0.86,1.0,4.0,112.002,Kannada,Sunny,Evening
1011,0i1b5LQBI4sJQVcVajinIV,Manada Maathige Mouna Beli,P. Susheela,0.0417,8.0,0.021,-4.568,0.0,0.049,0.95,0.063,4.0,120.036,Kannada,Clear,Night
1012,1jY59U9oDCVWenXDyRmPur,Mannalli Kaleya,S. Janaki,0.07,1.0,0.92,-2.446,1.0,0.566,0.55,0.1,4.0,109.987,Kannada,Clear,Evening
1013,2JrJb1eWkJE2kcPvjz5Tgf,Haadu Keluva Aaseye,S. P. Balasubrahmanyam,0.014,2.0,0.22,-10.452,0.0,0.747,0.27,0.5,4.0,139.044,Kannada,Cloudy,Night
1014,1zfLFwBiPZzFT3Kae4OHP1,Kanada Lokadhi Neenu,S. P. Balasubrahmanyam,0.08,11.0,0.289,-12.118,0.0,0.213,0.26,0.385,4.0,212.022,Kannada,Foggy,Night
1015,46Ic8AjRwZEDY9ye471Xqv,Hombisilu Bandaayithu,S. Janaki|P.B. Sreenivas,0.09,9.0,0.723,-10.384,1.0,0.779,0.44,0.663,4.0,121.922,Kannada,Clear,Evening
1016,4YR20WMTq1v4KBJRCD7qNx,Appa Amma Jagaladalee,Vadhirajar|B.K. Sumitra|L.R. Anjali,0.07,2.0,0.439,-4.338,1.0,0.015,0.77,0.043,4.0,109.995,Kannada,Clear,Night
1017,2Mqu9CTa0RGHpGfJjR0Rbx,Baala Padake,P. Susheela,0.07,6.0,0.203,-10.856,1.0,0.798,0.97,0.477,4.0,110.024,Kannada,Sunny,Afternoon
1018,3jDWfOrBE9tVtaibghLkjq,Molagali,S. P. Balasubrahmanyam|Malaysia Vasudevan|B. Vasantha,0.06,10.0,0.5,-4.819,1.0,0.774,0.46,0.2,4.0,150.018,Kannada,Clear,Evening
1019,7jJDSxBgXvIZv5xmnPtDNy,Gundu Haakthiya,S. Janaki,0.026,8.0,0.324,-10.777,1.0,0.59,0.98,0.105,4.0,143.051,Kannada,Cloudy,Evening
1020,1TBxDtR9ttdIcwaC8teh1k,Ellirali Hegirali,P. Susheela,0.0766,0.0,0.72,-4.157,1.0,0.471,0.31,0.8,4.0,119.994,Kannada,Clear,Night
1021,2AmgwWJshedXnJORufvfok,Radheyu Krishnana,Dr. Balamurali Krishna,0.037,1.0,0.05,-13.582,1.0,0.137,0.67,1.0,4.0,125.98,Kannada,Clear,Night
1022,2ghsNyjSi8JOLtbxmpBlNy,Koollige Hallilla,S. P. Balasubrahmanyam,0.06,10.0,0.494,-13.495,0.0,0.106,0.61,0.359,4.0,171.092,Kannada,Clear,Night
1023,2h0LBh4oKisFHMVQnTpa6t,Sityako Sidkyako,L.R. Eswari,0.029,1.0,0.13,-11.627,1.0,0.392,0.49,0.6,4.0,149.127,Kannada,Foggy,Night
1024,7g0P3cUeuCTbihUq6wThk6,Ondhe Ondhu Katheya Heluve,S. Janaki,0.0294,2.0,0.673,-11.526,1.0,0.992,0.96,0.973,4.0,149.994,Kannada,Sunny,Afternoon
1025,4oDiWeHswttm45WqQ7zlvD,Chamundeswari,L.R. Eswari,0.069,6.0,0.57,-7.449,1.0,0.054,0.49,0.9,4.0,213.164,Kannada,Foggy,Night
1026,6FylUYdw3Lmhao03ECb4xh,Ondhe Ondhu Hosa Hadu,S. Janaki|P.B. Sreenivas,0.009,10.0,0.35,-13.691,0.0,0.262,0.95,0.2,4.0,199.992,Kannada,Clear,Night
1027,1ZXYLWBx3T8789GuXCWhMg,Theliso Illa Mulugiso,Pandit Bhimsen Joshi,0.099,8.0,0.816,-11.736,1.0,0.297,0.92,0.008,4.0,195.988,Kannada,Rainy,Morning
1028,2p3VWSbK9rScVO3iRcWFIs,Vudugore Onda,S. Janaki,0.014,9.0,0.07,-4.899,0.0,0.065,0.9,0.6,4.0,179.976,Kannada,Clear,Night
1029,3pZRa6lmMegLsJCLDHpfIY,Kolala Maduhra,B.R.Chaya,0.0286,1.0,0.698,-9.822,1.0,0.202,0.15,0.323,4.0,125.974,Kannada,Rainy,Night
1030,3P97o98Nx0G2Z2bPywVwG4,Eni Cheluvina,Vani Jairam,0.03,1.0,0.29,-5.774,1.0,0.926,0.34,0.2,4.0,133.908,Kannada,Cloudy,Night
1031,1Bcj2lhiCVUN1pR0hepbLY,Notakke Nota,S. Janaki|S. P. Balasubrahmanyam,0.0362,0.0,0.993,-7.129,1.0,0.15,0.53,0.201,4.0,189.962,Kannada,Rainy,Morning
1032,3k1GGYZWzmJiWICwt6Q1je,Aaseyoo Kaadide,Anuradha Paudwal,0.0176,1.0,0.21,-2.797,1.0,0.469,0.65,0.9,4.0,125.007,Kannada,Clear,Night
1033,5sRUQjPFgU80sGiq1OAgSa,Thutiya Mele Thunta,P.B. Sreenivas|P. Susheela,0.05,6.0,0.475,-13.892,0.0,0.935,0.95,0.972,4.0,130.015,Kannada,Sunny,Evening
1034,1d5fDe6nudz2yOS8lgVqMJ,Mella Mellane,Vani Jairam,0.04,1.0,0.52,-12.252,1.0,0.109,0.33,0.1,4.0,127.914,Kannada,Foggy,Night
1035,245KyRxhmXKDj0W1woLYt4,Chomana Makkalu,Chintan Vikas|Janni|Prathima Athreya,0.033,1.0,0.74,-13.052,1.0,0.686,0.97,0.513,4.0,123.015,Kannada,Clear,Evening
1036,2XApcibi0xO8KK73JGUL6r,Giniy Sobagina,P. Jayachandran|Manjula Gururaj,0.0527,2.0,0.78,-8.759,1.0,0.597,0.08,0.5,4.0,189.922,Kannada,Clear,Night
1037,4h7ObdtZv4xTRIopR0nPVQ,Shiva Shiva Yennadha Naalige,S. Janaki,0.032,0.0,0.76,-9.166,0.0,0.966,0.22,0.501,4.0,109.012,Kannada,Clear,Night
1038,4ZNqdGnTNKpRnCINnYPnY9,Jalala,P. Susheela,0.0342,8.0,0.64,-9.737,1.0,0.893,0.32,0.3,4.0,120.008,Kannada,Stormy,Night
1039,7G29O6jeqwBV2tbWQQTsXE,Hagalo Irulo,S. Janaki,0.02,10.0,0.099,-9.465,1.0,0.519,0.89,0.845,4.0,212.004,Kannada,Cloudy,Evening
1040,3BZ2QviRnJDbHS4mJSBgja,Instrument,Not Applicable,0.0416,7.0,0.21,-13.651,1.0,0.44,0.85,0.8,4.0,111.005,Kannada,Clear,Night
1041,2p5jDmvV4NiAK3BG2shv1z,Alutghihudhu Maanava,P.B. Sreenivas,0.025,2.0,0.58,-11.718,1.0,0.632,0.38,0.7,4.0,120.08,Kannada,Clear,Night
1042,1ycqas7jjHiz2hXIfIyHiw,Prabho Vithobha - Sramapadajaala,P. Susheela,0.056,1.0,0.675,-12.183,1.0,0.034,0.5,0.191,4.0,110.015,Kannada,Rainy,Night
1043,1gEsFYJbSfoQl81lXiFlEi,Jeevanave Sukha,P.B. Sreenivas|S. Janaki,0.035,5.0,0.348,-6.51,1.0,0.961,0.26,0.418,4.0,157.476,Kannada,Cloudy,Night
1044,0USZleLSnTAVSaJhm5Kg5X,Sodariye Thaayaagi Naaniruve,S. Janaki,0.08,2.0,0.537,-4.03,1.0,0.612,0.46,0.723,4.0,130.968,Kannada,Clear,Evening
1045,6v0zsmVuE8BfJGRSXNLPwT,Yelli Neeno Alli Naanu,S. Janaki,0.0203,10.0,0.51,-7.88,0.0,0.89,0.83,0.6,4.0,164.942,Kannada,Sunny,Evening
1046,1z9rP5MVJsJ6oxtRMmrSJJ,Kaayo Karunaanidhe,Pandit Bhimsen Joshi,0.09,11.0,0.69,-2.205,1.0,0.12,0.58,0.6,4.0,183.856,Kannada,Rainy,Night
1047,4rB1wqLnTt650zKZrJ5bxn,Preethi Maadu Tamasshe Nodu,S. P. Balasubrahmanyam,0.048,8.0,0.2,-2.268,1.0,0.82,0.79,0.7,4.0,169.922,Kannada,Sunny,Afternoon
1048,4zhtLiyWwIRCnNSCKgRcrh,Sarasake Ba,Vani Jairam,0.0,1.0,0.05,-8.482,1.0,0.212,0.34,0.7,4.0,155.982,Kannada,Foggy,Night
1049,5nGGHtJRWPsxxjLZio8q3h,Manavajanma,M. Balamuralikrishna,0.0635,0.0,0.76,-3.377,1.0,0.59,0.8,0.4,4.0,180.056,Kannada,Clear,Evening
1050,6gA70FyFMPjf2XdJ0hdSLI,Hoonage Daivada Sannidhiyo,S. P. Balasubrahmanyam|P. Susheela,0.06,5.0,0.547,-12.84,1.0,0.242,0.85,0.477,4.0,146.056,Kannada,Clear,Night
1051,6LPjE4iVR10MRj7yyjOIGy,Ninnannu Naa,S. P. Balasubrahmanyam|S. Janaki,0.084,1.0,0.88,-8.858,1.0,0.529,0.98,0.7,4.0,134.902,Kannada,Clear,Evening
1052,5AgYxSEAQ9sW8yTCyGEnfd,O Tangaliye Neeradi,Vani Jairam,0.039,0.0,0.782,-9.972,1.0,0.436,0.75,0.025,4.0,119.931,Kannada,Clear,Night
1053,0Z8V5alp1lBTUKwVLmBVLn,Naa Birugaalige Aarada Deepa,S. P. Balasubrahmanyam,0.03,8.0,0.65,-11.202,1.0,0.215,0.21,0.0,4.0,140.026,Kannada,Rainy,Night
1054,6O0SDM6DQGnxNm2FevKZDe,Kalabeda Kolabeda - Drmbalamuralikrishna,M. Balamuralikrishna,0.0652,10.0,0.62,-8.803,0.0,0.201,0.92,0.1,4.0,208.076,Kannada,Rainy,Night
1055,0Lp31uf2h0kCOE5paun8HS,Elliruve Thandhe,B.K. Sumitra,0.0798,2.0,0.495,-2.548,1.0,0.264,0.43,0.099,4.0,159.988,Kannada,Foggy,Night
1056,3iMiz5OdUuXYcRx9xsZLjR,Ellaara Iratheero,Lata Mangeshkar,0.024,1.0,0.18,-6.76,1.0,0.278,0.1,0.2,4.0,149.025,Kannada,Foggy,Night
1057,5TQacX30Y69Qy0w8EJER1t,Devanu Thanda Yee Anubandha,P. Susheela,0.06,8.0,0.51,-7.143,1.0,0.646,0.54,0.934,4.0,158.006,Kannada,Clear,Evening
1058,55bJYgZQ7oJwBHo3sdtifE,Aadona Baa Muraari,Rakshitha S|Sinchan C,0.08,5.0,0.49,-9.897,0.0,0.65,0.36,0.7,4.0,149.975,Kannada,Cloudy,Night
1059,5FiQ7UktXO52AzU9sj7v8q,Neethivantha,P.B. Sreenivas,0.09,1.0,0.427,-13.797,1.0,0.388,0.44,0.846,4.0,140.038,Kannada,Foggy,Night
1060,4oJOM3vB4Ccg2xfVUvwaSk,Bhame Satyabhame,Rajesh|Anuradha Bhat,0.09,7.0,0.46,-4.184,1.0,0.972,0.6,0.4,4.0,124.07,Kannada,Cloudy,Evening
1061,0ZLo18gs5SGOk1vpvz07kX,Oh My Dear Sathi,S. P. Balasubrahmanyam|Vani Jairam,0.056,8.0,0.087,-4.377,1.0,0.28,0.65,0.097,4.0,160.05,Kannada,Clear,Night
1062,5mF18MCRM1StElJ4lpW0Zv,Thoo Thoo Thoo Bedappa,K J Yesudas,0.0423,1.0,0.399,-13.726,0.0,0.403,0.75,0.141,4.0,149.668,Kannada,Clear,Night
1063,2EGlF9IuiEEAva0Sq78fGU,Halliyadarenu,P.B. Sreenivas,0.0607,9.0,0.5,-5.798,1.0,0.54,0.61,0.7,4.0,150.049,Kannada,Clear,Evening
1064,2u36y2iR5wIIaWuqmiZi72,Mysoora Mallige,Vani Jairam,0.0883,7.0,0.837,-12.692,1.0,0.258,0.18,0.045,4.0,164.976,Kannada,Rainy,Morning
1065,4egtfRngEIlHd5uqTtx0ph,Cheluvantha,P. Susheela,0.03,11.0,0.362,-7.737,0.0,0.637,0.66,0.381,4.0,154.931,Kannada,Cloudy,Evening
1066,30hQeJljrG7hBmj81WRrZO,Rukmini Bareda Oleyu,Anjali V Bhat,0.007,8.0,0.163,-13.925,0.0,0.409,0.78,0.406,4.0,151.878,Kannada,Clear,Night
1067,1F3TFMjWAdUY1vSKK6xO16,Karyasiddhi Needu,Ku.Shreya,0.0934,9.0,0.05,-7.205,1.0,0.268,0.78,0.1,4.0,160.03,Kannada,Clear,Night
1068,3fLYikm5OE630jp0OBefch,Navile Navile,L.R. Eswari,0.06,11.0,0.709,-4.775,1.0,0.052,0.5,0.838,4.0,174.04,Kannada,Rainy,Morning
1069,7lZqvJdWTXMAqy8SZ1HQla,Ee Baala Geethege,S. Janaki|Ramakrishna,0.06,4.0,0.73,-4.045,1.0,0.877,0.18,0.3,4.0,138.049,Kannada,Stormy,Night
1070,5CHm4uhjN6ziOprQmSPwQ8,Tanukaragadavaralli,Ramya Vasista,0.098,9.0,0.526,-8.47,1.0,0.638,0.05,0.347,4.0,129.975,Kannada,Clear,Night
1071,693Z6nsBABxhnpmGafr1u5,Bandhe Nee Bandhe,P.B. Sreenivas,0.0649,10.0,0.74,-12.733,0.0,0.286,0.45,0.2,4.0,120.009,Kannada,Rainy,Morning
1072,2QOx6Mqq107AHkw84tbLtW,Yenu Nadadado,Dr Mrutyunjaya Swami,0.04,1.0,0.06,-9.116,1.0,0.48,0.58,0.0,4.0,211.95,Kannada,Clear,Night
1073,0Jt77Hk5vEYSxTw6shMVD0,Jaalagaaranobba,Ramya Vasista,0.004,1.0,0.571,-5.13,1.0,0.252,0.98,0.054,4.0,211.994,Kannada,Clear,Night
1074,3qZUpI8XxsE9l1jYZyiqLw,Karedhaaga Ninna,S. Janaki,0.0638,9.0,0.557,-3.391,0.0,0.981,0.1,0.827,4.0,150.344,Kannada,Stormy,Night
1075,3Tw1UZ7kwU9amwN0AMoRZ8,Kanda Kanasu Nanasagi,Vani Jairam|S. P. Balasubrahmanyam,0.056,0.0,0.003,-2.884,1.0,0.813,0.65,0.883,4.0,135.875,Kannada,Sunny,Afternoon
1076,1dhUKqeO7cYTpNFOscxljP,Kannina Notavu,L.R. Eswari,0.0112,7.0,0.72,-10.613,1.0,0.042,0.87,0.5,4.0,108.968,Kannada,Rainy,Morning
1077,6Arfef0mSWC8QAf8h98FCt,Bisilalli Thampilla,S. P. Balasubrahmanyam,0.043,9.0,0.854,-3.956,0.0,0.642,0.3,0.862,4.0,136.015,Kannada,Clear,Night
1078,5oAobV0VFVmYZU4edxrKoL,Damal Dumil,Sadhu Kokila|Sujatha Dutt,0.0221,11.0,0.66,-11.727,1.0,0.979,0.48,0.0,4.0,116.029,Kannada,Clear,Evening
1079,0HkYhOMhD8rMLnZAVPPTCK,Kaviya Madhura,P.B. Sreenivas|B.K. Sumitra,0.018,10.0,0.44,-3.76,1.0,0.034,0.09,0.1,4.0,119.993,Kannada,Foggy,Night
1080,2r95SjXYUXrmbkUSA7P2oW,Sooji Mallige Mele,Doddanna|Sadhu Kokila|Sujatha Dutt|Mangala,0.1,1.0,0.548,-8.212,0.0,0.799,0.73,0.414,4.0,195.94,Kannada,Sunny,Evening
1081,3GHOUeKXDbVtrQANhdoUhq,Shlokam,S. P. Balasubrahmanyam,0.0205,11.0,0.831,-12.208,1.0,0.835,0.72,0.733,4.0,120.013,Kannada,Sunny,Afternoon
1082,4mTa1JzuaScq1hV4JrXktS,Pom Pom Pom,S. P. Balasubrahmanyam|Manjula Gururaj,0.0413,2.0,0.216,-8.592,1.0,0.904,0.87,0.092,4.0,123.771,Kannada,Sunny,Afternoon
1083,1pf1NVMcbQFwoGAfkDW0gi,Shravana Maasada,S. P. Balasubrahmanyam|Vani Jairam,0.0782,8.0,0.9,-11.059,1.0,0.919,0.37,0.4,4.0,112.027,Kannada,Clear,Night
1084,23mVEsXXccET5TTwoJfZB0,Aahaa Entha Sambhramavu,S. P. Balasubrahmanyam,0.013,10.0,0.16,-5.735,1.0,0.604,0.84,0.437,4.0,126.039,Kannada,Cloudy,Evening
1085,2BU4bbZwABigFVqBuouJ0K,Pavadisu Phalaakshai,P Leela,0.026,10.0,0.75,-8.719,0.0,0.723,0.67,0.7,4.0,120.058,Kannada,Sunny,Evening
1086,7aUeg2Ho6bVuxGWlWPIqwG,Hanave Ninnaya Guna,M. Balamuralikrishna,0.076,0.0,0.555,-13.509,0.0,0.338,0.43,0.908,4.0,128.026,Kannada,Foggy,Night
1087,1zCoeyEGWt97tfRGtOFxHT,Odi Baa,B.K. Sumitra|Bangalore Latha,0.0353,0.0,0.89,-5.77,1.0,0.911,0.18,0.1,4.0,124.977,Kannada,Stormy,Night
1088,6uTrD659PDvXIOOBMKb1iF,O Rasika Ee Nimisha,S. Janaki,0.055,5.0,0.289,-4.009,0.0,0.704,0.44,0.178,4.0,200.046,Kannada,Cloudy,Evening
1089,1xTqb1E4Qy22rIfOryJdcG,Yeko Yeko Yethako,B.K. Sumitra,0.046,1.0,0.07,-6.958,1.0,0.108,0.8,0.4,4.0,137.013,Kannada,Clear,Night
1090,32RZ7psPVW1v97ueB9eTQF,Maneye Gudiyamma,S. Janaki,0.07,0.0,0.33,-13.419,1.0,0.866,0.74,0.8,4.0,129.019,Kannada,Sunny,Afternoon
1091,7vw9e9t9azb3hOleEMRq1x,Yaava Thayiyu,Kasturi Shankar,0.068,8.0,0.992,-10.769,1.0,0.882,0.8,0.224,4.0,126.998,Kannada,Sunny,Afternoon
1092,1ifuxViy2WOYvXI3c9HKxr,Guruve Daiva,K J Yesudas,0.04,6.0,0.945,-12.316,0.0,0.081,0.72,0.93,4.0,119.971,Kannada,Rainy,Morning
1093,5wt2hAXNiFRPhUnAIWFAdN,Jaya Jaya Hey Guru,P.B. Sreenivas,0.0987,1.0,0.047,-4.94,1.0,0.989,0.24,0.328,4.0,129.844,Kannada,Cloudy,Night
1094,5qyVNWrZC4NjDAagSVz0KB,Naa Biduvene,S. Janaki|S. P. Balasubrahmanyam,0.01,0.0,0.2,-3.575,1.0,0.413,0.87,0.3,4.0,133.8,Kannada,Clear,Night
1095,4qoKRkY3muQTVA4aMlWYat,Oh My Fair Lady,P.B. Sreenivas|L.R. Eswari,0.08,6.0,0.493,-2.763,0.0,0.589,0.54,0.627,4.0,109.917,Kannada,Cloudy,Evening
1096,7bTtyd7hHYp956mgoPNDLY,Jhalala Jhalala Jala Dhare,P. Susheela,0.0962,1.0,0.86,-7.884,1.0,0.972,0.2,0.6,4.0,109.981,Kannada,Clear,Night
1097,6VkstcBqvZKMPvlG2C5RdU,Needibanni Praanadaana,P.B. Sreenivas,0.023,1.0,0.408,-10.777,1.0,0.623,0.89,0.128,4.0,148.32,Kannada,Cloudy,Evening
1098,58xGRqEql4CmyInh8JJaYS,Ramya Manohara,Dr. Balamurali Krishna,0.0577,8.0,0.574,-11.204,1.0,0.864,0.85,0.077,4.0,148.045,Kannada,Sunny,Afternoon
1099,5xcbtKUVfJ4K1O3h7bVpmo,Ee Chanchale Kuniyuvanthe,S. P. Balasubrahmanyam|S. Janaki,0.05,10.0,0.153,-6.995,0.0,0.456,0.37,0.466,4.0,135.005,Kannada,Clear,Night
1100,58dN45YhhG0YPAMDW3HIgR,Naavu Bhartiya Jodi,Vani Jairam|S. P. Balasubrahmanyam,0.0197,0.0,0.817,-6.203,0.0,0.872,0.97,0.379,4.0,185.664,Kannada,Sunny,Evening
1101,36mOHq8tCsZEHIfnrzJZrs,Dilwale Aseyagide,Sangeeta Katti|Rajesh,0.0173,0.0,0.219,-5.152,1.0,0.393,0.5,0.048,4.0,116.041,Kannada,Clear,Night
1102,6WAvz27RiNPEnq6NwnUaLM,Balli Hanke Balakuthali,S. Janaki|P.B. Sreenivas,0.0905,10.0,0.06,-9.36,1.0,0.138,0.82,1.0,4.0,148.003,Kannada,Clear,Night
1103,5nTYCj9veKl8V8TEarED1s,Chinthisunee Manave,S. P. Balasubrahmanyam,0.0848,1.0,0.416,-4.742,1.0,0.976,0.79,0.407,4.0,130.037,Kannada,Sunny,Afternoon
